#
#   VizieR Astronomical Server vizier.u-strasbg.fr 	2012-05-21T08:21:19 [V1.88 (30-Jan-2012)]
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#INFO	votable-version=1.88 (30-Jan-2012)	
#INFO	-ref=VIZ4fb9f6df6278	
#INFO	-out.max=9999	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:II/144&cat:II/145&cat:V/53A&tab:{V/53A/catalog}&cat:VII/103&cat:J/A+A/341/553&cat:J/A+A/442/381&cat:J/A+A/451/835&cat:J/A+A/466/917&cat:J/A+A/486/505&cat:J/A+AS/93/373&cat:J/A+AS/102/89&cat:J/A+AS/104/9&cat:J/A+AS/106/257&cat:J/AJ/75/167&cat:J/AJ/126/1996&cat:J/ApJ/469/629&cat:J/ApJS/199/23&key:source=brightest+star&HTTPPRM:&-ref=VIZ4fb9f6df6278&-out.max=9999&-out.form=ascii table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-out.src=V/53A/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=n_HR&-out=Flamsteed&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=Dist&-out=Vmag&-out=SpType&-out=nComp&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=V/53A/catalog
#-source=V/53A/catalog
#-order=I
#-out=HR
#-out=n_HR
#-out=Flamsteed
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=Dist
#-out=Vmag
#-out=SpType
#-out=nComp
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Coosys	B2000:	eq_FK4 B2000
#Coosys	J2000:	eq_FK5 J2000
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=ID_MAIN]
#Column	n_HR	(A1)	indicates that name(s) exist for this star in the file "\begin{tex}\vFile{V/53A/./names.dat}{names.dat}\end{tex}" {\em(indique l'existence de nom(s) usuels)}	[ucd=DATA_LINK]
#Column	Flamsteed	(I3)	? Flamsteed number	[ucd=ID_ALTERNATIVE]
#Column	Const	(A3)	\W{const}{/vizier/VizieR/constellations.htx}{Constellation Name} (3 characters)	[ucd=ID_CONSTEL]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=POS_EQ_RA_MAIN]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=POS_EC_LON]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=POS_EC_LAT]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=PHYS_DISTANCE_TRUE]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=PHOT_JHN_V]
#Column	SpType	(a19)	MK Spectral Type	[ucd=SPECT_TYPE_MK]
#Column	nComp	(I2)	[1/13]? Number of visual components (nombre de composantes visuelles)	[ucd=NUMBER]
_RAJ2000;_DEJ2000;HR;n_HR;Flamsteed;Const;RA2000;DE2000;ELON;ELAT;Dist;Vmag;SpType;nComp
198.8124;-67.8948;4993; ;   ;Mus;13 15 14.9;-67 53 41;233.41;-53.30;  407; 4.80;B8V                ; 2
198.4291;+40.1528;4997; ;   ;   ;13 13 42.9;+40 09 10;177.25; 43.45;  543; 4.92;K0III              ;
199.3045;-66.7837;5002; ;   ;   ;13 17 13.0;-66 47 01;232.52;-52.31; 1152; 4.87;K2Ib-II            ;
199.4012; +5.4700;5015; ; 60;Vir;13 17 36.2;+05 28 12;195.79; 12.65;  543; 4.80;M2IIIa             ;
199.3858;+40.5726;5017; ; 20;CVn;13 17 32.5;+40 34 21;177.81; 44.19;  296; 4.73;F3III              ;
199.6012;-18.3114;5019; ; 61;Vir;13 18 24.2;-18 18 41;205.01; -9.30;   27; 4.74;G6V                ; 2
199.7303;-23.1717;5020; ; 46;Hya;13 18 55.2;-23 10 18;207.02;-13.74;  135; 3.00;G8IIIa             ; 2
200.1491;-36.7123;5028; ;   ;Cen;13 20 35.7;-36 42 44;213.13;-26.02;   59; 2.73;A2V                ;
200.6583;-60.9884;5035; ;   ;   ;13 22 37.9;-60 59 18;228.05;-47.25;  362; 4.54;B3V                ; 3
201.0024;-64.5359;5041; ;   ;   ;13 24 00.5;-64 32 09;231.27;-50.09;  271; 4.53;G6II               ;
200.9816;+54.9254;5054;*; 79;UMa;13 23 55.5;+54 55 31;165.70; 56.38;   79; 2.27;A1VpSrSi           ; 4
200.9849;+54.9217;5055; ; 79;UMa;13 23 56.3;+54 55 18;165.71; 56.38;   79; 3.95;A1m                ; 4
201.2983;-11.1614;5056;*; 67;Vir;13 25 11.5;-11 09 41;203.84; -2.05;  271; 0.97;B1III-IV+B2V       ; 5
201.3062;+54.9881;5062;*; 80;UMa;13 25 13.4;+54 59 17;165.87; 56.55;   81; 4.02;A5V                ;
201.8633;-15.9736;5068; ; 69;Vir;13 27 27.1;-15 58 25;206.14; -6.32;  271; 4.75;K1IIIv             ;
202.1074;+13.7786;5072; ; 70;Vir;13 28 25.7;+13 46 43;194.97; 21.34;   59; 4.98;G2.5Va             ; 2
202.4283;-23.2811;5080; ;   ;   ;13 29 42.7;-23 16 52;209.42;-12.90;  804; 4.97;M7IIIe             ; 2
202.7612;-39.4073;5089; ;   ;   ;13 31 02.6;-39 24 26;216.48;-27.62;  117; 3.88;G9Ib*              ; 2
202.9912; -6.2558;5095; ; 74;Vir;13 31 57.8;-06 15 21;203.59;  3.12;  465; 4.69;M2III              ;
203.5328; +3.6589;5105; ; 78;Vir;13 34 07.8;+03 39 32;200.40; 12.54;  191; 4.94;A1pSrCrEu          ;
203.6733; -0.5961;5107; ; 79;Vir;13 34 41.5;-00 35 46;202.13;  8.64;   74; 3.38;A3V                ;
203.6991;+37.1826;5110; ;   ;   ;13 34 47.7;+37 10 57;184.19; 42.99;  148; 4.98;F2IV               ;
203.6137;+49.0159;5112; ; 24;CVn;13 34 27.2;+49 00 57;174.37; 52.85;  191; 4.70;A5V                ;
204.3649;+36.2948;5127; ; 25;CVn;13 37 27.5;+36 17 41;185.42; 42.48;  191; 4.83;A7III              ; 3
204.9720;-53.4665;5132; ;   ;Cen;13 39 53.2;-53 27 59;225.55;-39.59;  407; 2.30;B1III              ; 2
205.1841;+54.6817;5154; ; 83;UMa;13 40 44.1;+54 40 54;169.30; 57.83;  414; 4.66;M2IIIabBa0.7:      ;
206.4220;-33.0437;5168; ;  1;Cen;13 45 41.2;-33 02 37;216.68;-20.60;   63; 4.23;F3IV               ;
206.6641;-51.4328;5172; ;   ;   ;13 46 39.3;-51 25 58;225.54;-37.31;  271; 4.65;G8-K0III           ; 2
206.8158;+17.4567;5185; ;  4;Boo;13 47 15.7;+17 27 24;197.93; 26.51;   50; 4.50;F6IV               ; 2
207.3762;-41.6878;5190; ;   ;Cen;13 49 30.2;-41 41 16;221.15;-28.27;  543; 3.41;B2IV               ;
206.8849;+49.3134;5191;*; 85;UMa;13 47 32.3;+49 18 48;176.93; 54.39;  101; 1.86;B3V                ;
207.3612;-34.4506;5192; ;  2;Cen;13 49 26.6;-34 27 02;218.03;-21.61;  181; 4.19;M5III              ;
207.4041;-42.4739;5193; ;   ;Cen;13 49 36.9;-42 28 26;221.54;-28.98;  543; 3.04;B2IV-Ve            ; 2
207.4678;-18.1342;5196; ; 89;Vir;13 49 52.2;-18 08 03;211.95; -6.38;  250; 4.97;K0.5III-IIIb       ;
207.3691;+15.7978;5200; ;  5;Boo;13 49 28.5;+15 47 52;199.20; 25.20;  250; 4.07;K5IIIv             ;
207.4283;+21.2642;5201; ;  6;Boo;13 49 42.7;+21 15 51;196.79; 30.23;  407; 4.91;K4III              ;
207.9566;-32.9945;5210; ;  3;Cen;13 51 49.5;-32 59 40;217.93;-20.07;  326; 4.56;B5III              ; 2
207.9479;+34.4442;5219; ;   ;   ;13 51 47.4;+34 26 39;190.09; 42.27;  348; 4.75;K5III              ;
208.3020;-31.9275;5221; ;  4;Cen;13 53 12.4;-31 55 39;217.80;-18.97;  314; 4.74;B4IV               ; 2
207.8579;+64.7231;5226; ; 10;Dra;13 51 25.8;+64 43 23;154.93; 65.37;  407; 4.66;M3.5III            ; 3
208.8849;-47.2884;5231; ;   ;Cen;13 55 32.3;-47 17 18;224.95;-32.94;  407; 2.55;B2.5IV             ;
208.6712;+18.3978;5235; ;  8;Boo;13 54 41.0;+18 23 52;199.34; 28.08;   37; 2.68;G0IV               ; 2
209.4125;-63.6867;5241; ;   ;   ;13 57 38.9;-63 41 12;235.23;-47.38;  217; 4.71;K0III              ;
209.5679;-42.1009;5248; ;   ;Cen;13 58 16.2;-42 06 03;223.04;-28.00;  465; 3.83;B2IV               ;
209.6699;-44.8037;5249; ;   ;Cen;13 58 40.7;-44 48 13;224.34;-30.45;  465; 3.87;B2IV-V             ;
210.4308;-45.6034;5260; ;   ;Cen;14 01 43.3;-45 36 12;225.29;-30.97;  465; 4.33;F6II               ;
210.4116; +1.5445;5264; ; 93;Vir;14 01 38.7;+01 32 40;207.75; 13.06;  232; 4.26;A3V                ; 3
210.9562;-60.3729;5267;*;   ;Cen;14 03 49.4;-60 22 22;233.79;-44.14;  543; 0.61;B1III              ; 2
211.5116;-41.1795;5285; ;   ;Cen;14 06 02.7;-41 10 46;224.15;-26.59;  465; 4.36;B2V                ;
211.5929;-26.6823;5287; ; 49;Hya;14 06 22.2;-26 40 56;218.62;-13.05;  101; 3.28;K2III-IIIbCN-0.5   ;
211.6704;-36.3700;5288; ;  5;Cen;14 06 40.8;-36 22 12;222.31;-22.08;   61; 2.05;K0IIIb             ; 2
211.0971;+64.3759;5291;*; 11;Dra;14 04 23.2;+64 22 33;157.46; 66.36;  326; 3.65;A0III              ;
212.4783;-53.4390;5297; ;   ;   ;14 09 54.7;-53 26 20;230.66;-37.57;  191; 4.75;G8III              ; 2
212.7104;-16.3020;5301; ;   ;   ;14 10 50.4;-16 18 07;216.04; -2.94;  543; 4.91;M2III-IIIa         ;
214.5572;-81.0076;5303; ;   ;Aps;14 18 13.6;-81 00 27;254.81;-60.57;  141; 4.91;A2m                ;
212.5999;+25.0917;5304; ; 12;Boo;14 10 23.9;+25 05 30;200.08; 35.67;  120; 4.83;F9IVw              ;
213.2241;-10.2736;5315; ; 98;Vir;14 12 53.7;-10 16 25;214.49;  2.91;  232; 4.21;K3III              ;
212.2121;+77.5476;5321; ;  4;UMi;14 08 50.8;+77 32 51;122.81; 70.33;  543; 4.82;K3III              ;
213.3708;+51.7901;5329; ; 17;Boo;14 13 28.9;+51 47 24;179.92; 58.90;  155; 4.54;A8IV               ; 2
214.0037; -6.0006;5338; ; 99;Vir;14 16 00.8;-06 00 02;213.80;  7.20;   70; 4.09;F6III              ;
216.7290;-83.6679;5339; ;   ;Oct;14 26 54.8;-83 40 04;259.03;-62.33;  296; 4.32;K2III              ;
213.9154;+19.1825;5340;*; 16;Boo;14 15 39.6;+19 10 57;204.23; 30.74;   37;-0.05;K1IIIbCN-1         ;
214.0412;+51.3673;5350; ; 21;Boo;14 16 09.8;+51 22 02;181.10; 58.84;   98; 4.75;A9V                ; 3
214.0958;+46.0884;5351; ; 19;Boo;14 16 22.9;+46 05 18;186.96; 54.65;   98; 4.18;A0p                ;
214.8508;-46.0578;5354; ;   ;Lup;14 19 24.1;-46 03 28;228.79;-30.19;  362; 3.55;B2.5IV             ;
215.0812;-56.3867;5358; ;   ;   ;14 20 19.4;-56 23 12;233.98;-39.61; 1759; 4.35;B6Ib               ;
214.7774;-13.3711;5359; ;100;Vir;14 19 06.5;-13 22 16;216.95;  0.49;  191; 4.52;A2m                ; 2
214.4991;+35.5095;5361; ;   ;   ;14 17 59.7;+35 30 34;195.97; 45.75;  232; 4.81;K0III              ;
215.1770;-45.1873;5364; ;   ;   ;14 20 42.4;-45 11 14;228.66;-29.30;  155; 4.77;F0IV               ;
215.1391;-37.8853;5367; ;   ;Cen;14 20 33.3;-37 53 07;225.69;-22.50;  250; 4.05;A0IV               ; 2
214.9383;+16.3070;5370; ; 20;Boo;14 19 45.1;+16 18 25;206.52; 28.44;  191; 4.86;K3III              ;
215.6541;-58.4595;5371; ;   ;   ;14 22 36.9;-58 27 34;235.51;-41.35;  296; 4.92;G8III+F5V          ; 4
215.7591;-39.5123;5378; ;   ;   ;14 23 02.1;-39 30 44;226.80;-23.85;  465; 4.42;B7IIIpv            ;
215.7741;-27.7539;5381; ; 51;Hya;14 23 05.7;-27 45 14;222.58;-12.80;  181; 4.75;K4III              ;
216.5341;-45.2214;5395; ;   ;Lup;14 26 08.1;-45 13 17;229.69;-28.98;  932; 4.56;B2IV               ; 2
216.5450;-45.3795;5396; ;   ;Lup;14 26 10.7;-45 22 46;229.76;-29.12;  326; 4.35;A7:+F4IV           ; 2
216.2991;+51.8509;5404; ; 23;Boo;14 25 11.7;+51 51 03;182.61; 60.11;   47; 4.06;F7V                ; 2
217.0433;-29.4917;5407; ; 52;Hya;14 28 10.3;-29 29 30;224.25;-14.07;  465; 4.97;B8V                ; 4
217.0508; -2.2281;5409; ;105;Vir;14 28 12.1;-02 13 41;215.45; 11.76;  135; 4.82;G2IV               ; 3
218.1537;-50.4570;5425; ;   ;Lup;14 32 36.8;-50 27 25;233.13;-33.44;  989; 4.42;B2III              ;
217.9575;+30.3714;5429; ; 25;Boo;14 31 49.7;+30 22 17;202.79; 42.45;  155; 3.59;K3III              ; 2
216.8813;+75.6959;5430; ;  5;UMi;14 27 31.4;+75 41 45;128.39; 71.45;  362; 4.25;K4IIIBa0.3         ; 3
218.0195;+38.3081;5435; ; 27;Boo;14 32 04.6;+38 18 29;197.66; 49.55;   85; 3.02;A7III              ; 3
218.8766;-42.1578;5440; ;   ;Cen;14 35 30.3;-42 09 28;230.25;-25.51;  326; 2.31;B1.5Vne            ;
218.6700;+29.7450;5447; ; 28;Boo;14 34 40.7;+29 44 42;203.90; 42.14;   50; 4.47;F2V                ; 3
219.4716;-49.4256;5453; ;   ;Lup;14 37 53.1;-49 25 32;233.62;-32.17;  326; 4.05;B5V                ;
219.9012;-60.8353;5459; ;   ;Cen;14 39 36.2;-60 50 07;239.48;-42.60;    4;-0.01;G2V                ; 3
219.9012;-60.8353;5460; ;   ;Cen;14 39 36.2;-60 50 07;239.48;-42.60;    4; 1.33;K1V                ; 3
220.6267;-64.9753;5463; ;   ;Cir;14 42 30.3;-64 58 31;242.36;-46.20;   54; 3.19;ApSrEuCr:          ; 2
220.4825;-47.3881;5469; ;   ;Lup;14 41 55.7;-47 23 17;233.50;-30.03;  432; 2.30;B1.5III            ; 2
221.9656;-79.0448;5470; ;   ;Aps;14 47 51.6;-79 02 41;254.43;-58.23;  465; 3.83;K2.5III            ;
220.4900;-37.7937;5471; ;   ;   ;14 41 57.5;-37 47 37;229.93;-20.99;  326; 4.00;B3V                ;
220.1816;+16.4184;5475; ; 29;Boo;14 40 43.5;+16 25 06;211.86; 30.37;  326; 4.94;B9pMnHg            ; 3
220.2870;+13.7284;5477; ; 30;Boo;14 41 08.8;+13 43 42;213.04; 27.88;  181; 4.83;A2III              ; 3
220.2870;+13.7284;5478; ; 30;Boo;14 41 08.8;+13 43 42;213.04; 27.88;  181; 4.43;A2III              ; 3
220.4116; +8.1617;5480; ; 31;Boo;14 41 38.7;+08 09 42;215.23; 22.68;  233; 4.86;G8IIIHdelta-0.5    ;
220.9141;-35.1739;5485; ;   ;   ;14 43 39.3;-35 10 26;229.38;-18.40;  217; 4.05;K5III              ;
220.7650; -5.6583;5487; ;107;Vir;14 43 03.5;-05 39 30;220.13;  9.67;   61; 3.88;F2III              ;
221.2466;-35.1920;5489; ;   ;   ;14 44 59.1;-35 11 31;229.66;-18.33;  217; 4.92;A0V                ;
220.8558;+26.5278;5490; ; 34;Boo;14 43 25.3;+26 31 40;207.97; 39.99;  512; 4.79;M3III              ;
221.5004;-25.4431;5497; ; 54;Hya;14 46 00.0;-25 26 35;226.79; -8.98;  101; 4.94;F2III-IV           ; 2
221.3104;+16.9645;5502; ; 35;Boo;14 45 14.4;+16 57 52;212.81; 31.26;  232; 4.60;G8.5III            ;
221.2466;+27.0742;5506;*; 36;Boo;14 44 59.1;+27 04 27;208.11; 40.62;  543; 2.70;K0II-III           ; 3
221.5625; +1.8928;5511; ;109;Vir;14 46 14.9;+01 53 34;218.52; 17.10;  130; 3.73;A0V                ;
222.5720;-27.9603;5526; ; 58;Hya;14 50 17.2;-27 57 37;228.48;-11.10;  326; 4.41;K4III              ;
222.9100;-43.5753;5528; ;   ;Lup;14 51 38.3;-43 34 31;233.87;-25.86;  407; 4.33;B5IV               ; 2
222.7195;-16.0420;5531; ;  9;Lib;14 50 52.6;-16 02 31;225.08;  0.33;   77; 2.75;A3IV               ; 3
222.7541; -2.2992;5535; ; 11;Lib;14 51 00.9;-02 17 57;221.02; 13.47;  217; 4.94;G8III-IV           ;
222.8470;+19.1011;5544; ; 37;Boo;14 51 23.2;+19 06 04;213.55; 33.77;   21; 4.54;G8V                ; 4
222.6763;+74.1556;5563;*;  7;UMi;14 50 42.2;+74 09 20;133.32; 72.99;  130; 2.08;K4IIIBa0.3         ; 2
224.2958; -4.3464;5570; ; 16;Lib;14 57 10.9;-04 20 47;223.15; 11.97;   93; 4.49;F0V                ;
224.6329;-43.1339;5571; ;   ;Lup;14 58 31.8;-43 08 02;235.03;-25.05;  543; 2.68;B2III              ;
224.7904;-42.1042;5576; ;   ;Cen;14 59 09.6;-42 06 15;234.79;-24.03;  543; 3.13;B2IV               ; 2
225.2433; -8.5189;5586; ; 19;Lib;15 00 58.3;-08 31 08;225.28;  8.25;  326; 4.93;B9.5V              ; 4
224.3959;+65.9323;5589; ;   ;   ;14 57 34.9;+65 55 56;160.81; 72.03;  407; 4.54;M5III              ;
225.5270;+25.0081;5600; ; 41;Boo;15 02 06.4;+25 00 29;213.81; 40.17;  362; 4.82;K4IIICa0.5         ;
225.7254; +2.0911;5601; ;110;Vir;15 02 54.0;+02 05 28;222.62; 18.55;  191; 4.40;K0.5IIIbFe-0.5     ;
225.4862;+40.3906;5602; ; 42;Boo;15 01 56.6;+40 23 26;204.25; 54.15;  232; 3.52;G8IIIa:Ba0.4       ;
226.0175;-25.2820;5603; ; 20;Lib;15 04 04.1;-25 16 55;230.69; -7.64;  296; 3.21;M3IIIa             ;
226.2800;-47.0512;5605; ;   ;Lup;15 05 07.1;-47 03 04;237.63;-28.40;  543; 4.72;B5V                ; 2
226.2800;-47.0512;5606; ;   ;Lup;15 05 07.1;-47 03 04;237.63;-28.40;  543; 4.82;B5IV               ; 2
226.1116;+26.9475;5616; ; 43;Boo;15 04 26.7;+26 56 51;213.51; 42.17;  250; 4.55;K2III              ;
225.9475;+47.6545;5618; ; 44;Boo;15 03 47.3;+47 39 16;197.78; 60.54;   41; 4.76;F9-G1Vn            ; 2
227.2108;-45.2798;5626; ;   ;Lup;15 08 50.5;-45 16 47;237.71;-26.52;  407; 4.05;B3V                ; 2
226.8254;+24.8692;5634; ; 45;Boo;15 07 18.0;+24 52 09;215.31; 40.47;   65; 4.93;F5V                ; 3
227.9837;-48.7378;5646; ;   ;Lup;15 11 56.0;-48 44 16;239.47;-29.65;  191; 3.87;B9.5Vne            ; 2
228.0712;-52.0992;5649; ;   ;Lup;15 12 17.0;-52 05 57;240.76;-32.83;  116; 3.41;G8III              ; 2
228.2062;-44.5006;5651; ;   ;   ;15 12 49.4;-44 30 02;238.20;-25.57;  465; 4.82;B3IV               ;
228.0554;-19.7917;5652; ; 24;Lib;15 12 13.2;-19 47 30;231.00; -1.85;  407; 4.54;A0pSi              ; 4
228.6554;-31.5192;5660; ;  1;Lup;15 14 37.2;-31 31 09;234.69;-13.01;  862; 4.91;F1II               ;
229.4121;-63.6106;5666; ;   ;Cir;15 17 38.8;-63 36 38;246.53;-43.44;  407; 4.86;K2.5III            ;
229.3788;-58.8012;5670; ;   ;Cir;15 17 30.8;-58 48 04;244.31;-38.93;   98; 4.07;A3V                ;
229.7280;-68.6795;5671; ;   ;TrA;15 18 54.6;-68 40 46;249.39;-48.10;  191; 2.89;A1V                ;
228.8758;+33.3148;5681; ; 49;Boo;15 15 30.1;+33 18 53;213.16; 48.97;  120; 3.49;G8IIICN-1          ; 2
229.6333;-47.8750;5683; ;   ;Lup;15 18 31.9;-47 52 30;240.37;-28.50;  296; 4.27;B8Ve               ; 3
229.2516; -9.3831;5685; ; 27;Lib;15 17 00.3;-09 22 59;229.37;  8.50;  163; 2.62;B8V                ;
229.4575;-30.1486;5686; ;  2;Lup;15 17 49.7;-30 08 55;235.00;-11.50;  326; 4.33;G9IIIaFe1          ;
230.3429;-40.6478;5695; ;   ;Lup;15 21 22.2;-40 38 52;238.66;-21.43;  543; 3.22;B1.5IV             ;
230.5346;-47.9278;5698; ;   ;Lup;15 22 08.2;-47 55 40;241.05;-28.38;  112; 5.00;F8V                ;
230.8446;-59.3209;5704; ;   ;Cir;15 23 22.6;-59 19 15;245.44;-39.17;  543; 4.51;B5IV+F8            ; 2
230.4516;-36.2614;5705; ;   ;Lup;15 21 48.3;-36 15 41;237.49;-17.18;  362; 3.56;K5III              ; 3
230.6704;-44.6895;5708; ;   ;Lup;15 22 40.8;-44 41 22;240.12;-25.25;  543; 3.37;B2IV-V             ; 3
230.7887;-36.8584;5712; ;   ;Lup;15 23 09.2;-36 51 30;237.93;-17.68;  418; 4.54;B4V                ;
231.0496;-10.3222;5723; ; 31;Lib;15 24 11.8;-10 19 20;231.35;  8.04;  108; 4.94;F5IV               ;
231.3341;-38.7337;5724; ;   ;   ;15 25 20.1;-38 44 01;238.89;-19.38;  407; 4.60;A0IV               ; 5
231.1225;+37.3773;5733; ; 51;Boo;15 24 29.3;+37 22 38;213.18; 53.42;  125; 4.32;F0V                ; 3
230.1822;+71.8340;5735; ; 13;UMi;15 20 43.6;+71 50 02;141.60; 75.24;  543; 3.05;A3II-III           ;
231.2321;+58.9659;5744; ; 12;Dra;15 24 55.6;+58 57 57;184.95; 71.09;  105; 3.29;K2III              ; 2
231.9575;+29.1056;5747; ;  3;CrB;15 27 49.7;+29 06 20;219.12; 46.05;  116; 3.68;F0p                ; 2
234.1801;-66.3173;5771; ;   ;TrA;15 36 43.1;-66 19 02;250.48;-45.29;  217; 4.11;K1-2III            ; 2
233.7850;-41.1667;5776; ;   ;Lup;15 35 08.3;-41 10 00;241.50;-21.24;  440; 2.78;B2IV               ; 2
233.5446;-10.0647;5777; ; 37;Lib;15 34 10.6;-10 03 53;233.69;  8.90;   95; 4.62;K1III-IV           ;
233.2325;+31.3589;5778; ;  4;CrB;15 32 55.7;+31 21 32;219.45; 48.55;  326; 4.13;B6Vnne             ; 2
233.9717;-44.9587;5781; ;   ;   ;15 35 53.1;-44 57 31;242.69;-24.88;  465; 4.54;B3IVp              ; 2
233.8816;-14.7895;5787; ; 38;Lib;15 35 31.5;-14 47 22;235.14;  4.39;  155; 3.91;G8.5III            ; 3
233.7004;+10.5375;5788; ; 13;Ser;15 34 48.0;+10 32 15;228.34; 28.88;  217; 3.80;F0IV               ; 4
233.7008;+10.5392;5789; ; 13;Ser;15 34 48.1;+10 32 21;228.34; 28.88;  217; 3.80;F0IV               ; 4
233.6721;+26.7148;5793;*;  5;CrB;15 34 41.2;+26 42 53;222.30; 44.32;   75; 2.24;A0V                ;
234.2562;-28.1350;5794; ; 39;Lib;15 37 01.4;-28 08 06;238.61; -8.51;  203; 3.57;K3III              ; 2
234.5133;-42.5673;5797; ;   ;Lup;15 38 03.1;-42 34 02;242.44;-22.46;  232; 4.33;K4.5III            ; 2
234.6641;-29.7778;5812; ; 40;Lib;15 38 39.3;-29 46 40;239.35;-10.02;  465; 3.65;B2.5V              ;
234.9417;-34.4117;5820; ;  3;Lup;15 39 45.9;-34 24 42;240.70;-14.47;  250; 4.67;G8III              ;
235.0704;-23.8181;5824; ; 42;Lib;15 40 16.8;-23 49 05;238.32; -4.14;  407; 4.96;K3IIICN1           ;
235.2971;-44.6612;5825; ;   ;   ;15 41 11.2;-44 39 40;243.61;-24.35;   57; 4.64;F5IV-V             ;
232.8535;+77.3492;5826; ; 15;UMi;15 31 24.7;+77 20 57;120.12; 74.72;  374; 4.96;K5III              ;
235.4866;-19.6789;5838; ; 43;Lib;15 41 56.7;-19 40 44;237.76; -0.02;  407; 4.72;M0-IIIb            ; 2
235.6708;-34.7106;5839; ;  4;Lup;15 42 40.9;-34 42 38;241.37;-14.62;  407; 4.75;B5V                ;
235.3879;+19.6703;5842; ; 21;Ser;15 41 33.0;+19 40 13;227.18; 38.10;  203; 4.53;A1V                ; 4
235.6858;+26.2956;5849; ;  8;CrB;15 42 44.5;+26 17 44;224.87; 44.51;  148; 3.85;B9IV+A3V           ; 2
236.0671; +6.4256;5854;*; 24;Ser;15 44 16.0;+06 25 32;232.07; 25.51;   74; 2.65;K2IIIbCN1Fe4143-1  ; 3
236.5471;+15.4217;5867; ; 28;Ser;15 46 11.2;+15 25 18;229.95; 34.33;  155; 3.67;A2IV               ; 5
236.6108; +7.3531;5868; ; 27;Ser;15 46 26.5;+07 21 11;232.40; 26.54;   38; 4.43;G0V                ;
237.1850;+18.1414;5879; ; 35;Ser;15 48 44.3;+18 08 29;229.78; 37.11;  362; 4.09;M0.5IIIab          ;
237.4050; -3.4303;5881; ; 32;Ser;15 49 37.1;-03 25 49;235.94; 16.24;  163; 3.53;A0V                ;
237.7396;-33.6273;5883; ;  5;Lup;15 50 57.4;-33 37 38;242.84;-13.18;  217; 3.95;B9IV               ;
237.7446;-25.7514;5885; ;  1;Sco;15 50 58.6;-25 45 05;241.12; -5.49;  543; 4.68;B3V                ;
237.3987;+26.0684;5889; ; 10;CrB;15 49 35.6;+26 04 06;227.03; 44.76;  171; 4.63;G3.5III-IVFe-1     ;
237.7041; +4.4778;5892; ; 37;Ser;15 50 48.9;+04 28 40;234.33; 24.01;   70; 3.70;A2m                ;
238.7855;-63.4306;5897; ;   ;TrA;15 55 08.4;-63 25 50;251.84;-41.95;   40; 2.85;F2III              ; 2
237.8162;+20.9778;5899; ; 38;Ser;15 51 15.8;+20 58 40;229.52; 40.00;  407; 4.78;K4-5III            ;
237.8079;+35.6573;5901; ; 11;CrB;15 51 13.8;+35 39 26;222.67; 53.93;  101; 4.82;K1IVa              ; 2
236.0144;+77.7945;5903; ; 16;UMi;15 44 03.3;+77 47 40;117.40; 75.12;  407; 4.32;A3Vn               ;
238.4029;-25.3272;5904; ;  2;Sco;15 53 36.6;-25 19 38;241.62; -4.95;  465; 4.59;B2.5Vn             ; 2
238.4562;-16.7295;5908; ; 46;Lib;15 53 49.4;-16 43 46;239.87;  3.47;  163; 4.16;G8.5IIIb           ;
238.1687;+42.4517;5914; ;  1;Her;15 52 40.4;+42 27 06;218.24; 60.30;   51; 4.62;F8VFe-2Hdelta-1    ;
